r,s,t,l,max_principal,loc_x,loc_y,loc_z,dir_x,dir_y,dir_z,root_name,order,abs_dir_z
0.015,0.01,0.0,-0.015,18.75122833251953,3.048,-2.61009,6.6005899999999995,0.9308044720489342,0.3652369920827096,0.0143169280252287,r0015s001l-0015,41.0,0.0143169280252287
0.015,0.0,0.0133,0.03,39.01039505004883,0.0,-2.8194,6.447617,0.4241676859784686,0.9054929716249612,0.012816103521286546,r0015t00133l003,165.0,0.012816103521286546
0.0,0.01,0.02,-0.015,28.54001808166504,-0.132109,-2.95151,5.759958,0.6864144704155484,0.727100306478236,0.012661718816866858,s001t002l-0015,65.0,0.012661718816866858
0.0,0.005,0.0133,-0.015,14.0394287109375,-0.132109,-2.95151,5.759958,0.6891506385649016,0.7245127314079589,0.012357159599496143,s0005t00133l-0015,55.0,0.012357159599496143
0.015,0.0,0.02,0.03,45.984619140625,0.0,-2.8194,6.447617,0.4275036616886949,0.9039337600970656,0.012015681401339007,r0015t002l003,174.0,0.012015681401339007
0.0,0.01,0.0133,0.0,33.76117706298828,-0.132109,-2.95151,5.759958,0.6815782338065385,0.7316493223505123,0.011848219494745071,s001t00133,92.0,0.011848219494745071
0.0,0.005,0.0067,0.0,16.92026710510254,-0.132109,-2.95151,5.759958,0.6815710708691909,0.7316565724230182,0.011812509658206287,s0005t00067,82.0,0.011812509658206287
0.0,0.01,0.0067,0.03,35.593910217285156,-0.132109,-2.95151,5.759958,0.6794761832890218,0.7336069687494615,0.011529602994458328,s001t00067l003,155.0,0.011529602994458328
0.0,0.01,0.0133,0.015,35.114959716796875,-0.132109,-2.95151,5.759958,0.6810658733255696,0.7321323775588744,0.011465510074526487,s001t00133l0015,128.0,0.011465510074526487
0.0,0.005,0.0067,-0.015,10.989078521728516,3.048,-2.61009,6.6005899999999995,0.7420322340120251,0.6702684789409967,0.011328275475364738,s0005t00067l-0015,46.0,0.011328275475364738
