r,s,t,l,max_principal,loc_x,loc_y,loc_z,dir_x,dir_y,dir_z,root_name,order,abs_dir_z
0.0,0.005,0.0,0.03,9.65627670288086,-0.132109,-2.95151,5.759958,0.6787922076308051,0.7339215145802873,0.0245020263626331,s0005l003,145.0,0.0245020263626331
0.015,0.0,0.0,0.0,12.212684631347654,3.048,-2.60858,6.4107,0.9997166514125276,-1.9688658425799073e-07,0.02380371585454941,r0015,75.0,0.02380371585454941
0.03,0.0,0.0,0.0,24.42536926269531,3.048,-2.60858,6.4107,0.9997166514125276,-1.9688658425799073e-07,0.02380371585454941,r003,78.0,0.02380371585454941
0.015,0.005,0.0067,0.03,36.848541259765625,0.0,-2.8194,6.447617,0.4709368465062402,0.881855960718817,0.02342116878915913,r0015s0005t00067l003,157.0,0.02342116878915913
0.0,0.005,0.0067,0.03,32.89126205444336,0.0,-2.8194,6.447617,0.4489980412420262,0.8932789147557406,0.02129646481531066,s0005t00067l003,154.0,0.02129646481531066
0.0,0.005,0.02,0.015,35.392662048339844,0.0,-2.8194,6.447617,0.4649781200786786,0.8850708518176614,0.02109348503346858,s0005t002l0015,136.0,0.02109348503346858
0.0,0.01,0.0133,0.03,42.49581146240234,0.0,-2.8194,6.447617,0.4736420599629732,0.8804751607464426,0.020656484273892457,s001t00133l003,164.0,0.020656484273892457
0.0,0.005,0.0067,0.015,21.30086326599121,0.0,-2.8194,6.447617,0.4735919064790223,0.8805032626526921,0.02060850735811661,s0005t00067l0015,118.0,0.02060850735811661
0.015,0.005,0.0133,0.03,43.85612487792969,0.0,-2.8194,6.447617,0.4680936289776114,0.8834551193152862,0.019884835080625832,r0015s0005t00133l003,166.0,0.019884835080625832
0.0,0.01,0.02,-0.03,22.376842498779297,-0.132109,-2.95151,5.759958,0.6928440089138127,0.7208241238040684,0.019487479424844408,s001t002l-003,29.0,0.019487479424844408
