r,s,t,l,max_principal,loc_x,loc_y,loc_z,dir_x,dir_y,dir_z,root_name,order,abs_dir_z
0.015,0.01,0.0067,0.03,44.41687774658203,-0.132109,-2.95151,5.759958,0.6812216222269378,0.7320760864441744,0.001305782171985993,r0015s001t00067l003,158.0,0.001305782171985993
0.015,0.01,0.02,0.0,49.95256805419922,-0.132109,-2.95151,5.759958,0.6819635435925306,0.7313850106728158,0.0013005282940933476,r0015s001t002,104.0,0.0013005282940933476
0.015,0.01,0.02,0.015,49.84548568725586,-0.132109,-2.95151,5.759958,0.6819949329534889,0.7313557556989138,0.0012922971162788507,r0015s001t002l0015,140.0,0.0012922971162788507
0.03,0.01,0.02,0.015,57.5327377319336,-0.132109,-2.95151,5.759958,0.6832116166784552,0.7302193747918778,0.0012455979166735155,r003s001t002l0015,143.0,0.0012455979166735155
0.015,0.005,0.02,-0.03,22.139385223388672,-0.132109,-2.95151,5.759958,0.6943812823756068,0.7196062756084631,-0.0012011624887416788,r0015s0005t002l-003,31.0,0.0012011624887416788
0.015,0.01,0.0133,0.03,50.170494079589844,-0.132109,-2.95151,5.759958,0.6808025078734297,0.7324661182752985,0.0011536255739615644,r0015s001t00133l003,167.0,0.0011536255739615644
0.015,0.01,0.02,0.03,56.01271438598633,-0.132109,-2.95151,5.759958,0.6709246562453028,0.7415246363241194,0.0011486368028185033,r0015s001t002l003,176.0,0.0011486368028185033
0.015,0.01,0.0133,0.0,44.59500122070313,-0.132109,-2.95151,5.759958,0.6824211295859886,0.7309584280373504,0.0010855301694449788,r0015s001t00133,95.0,0.0010855301694449788
0.03,0.01,0.0133,0.0,53.95522689819336,-0.133193,-2.9525930000000002,6.349957,0.7277366758418938,0.6858557824957295,0.0010845514100577423,r003s001t00133,98.0,0.0010845514100577423
0.015,0.01,0.0067,0.0,39.319313049316406,-0.132109,-2.95151,5.759958,0.6830327693031855,0.7303869516142549,0.001066287792989033,r0015s001t00067,86.0,0.001066287792989033
