r,s,t,l,max_principal,loc_x,loc_y,loc_z,dir_x,dir_y,dir_z,root_name,order,abs_dir_z
0.0,0.01,0.0133,-0.03,22.021928787231445,3.048,-2.61009,6.6005899999999995,0.7435969428582909,0.6685326858884868,0.011297542676593428,s001t00133l-003,20.0,0.011297542676593428
0.015,0.0,0.0067,0.03,32.144271850585945,0.0,-2.8194,6.447617,0.4196463834157072,0.9076198152426678,-0.01109882268454433,r0015t00067l003,156.0,0.01109882268454433
0.015,0.01,0.0,0.015,15.890588760375975,-0.133193,-2.9525930000000002,6.349957,0.7610673514880416,0.6485785452027791,-0.01106151895646122,r0015s001l0015,113.0,0.01106151895646122
0.0,0.0,0.0067,-0.03,17.548948287963867,3.048,-2.60858,6.4107,0.2592489114570973,0.9657565898737164,-0.010208380077198605,t00067l-003,9.0,0.010208380077198605
0.0,0.01,0.02,0.0,39.07854461669922,-0.132109,-2.95151,5.759958,0.681162774733631,0.7320636998287201,0.010000685489833462,s001t002,101.0,0.010000685489833462
0.0,0.01,0.02,0.015,40.92707443237305,-0.132109,-2.95151,5.759958,0.6806059840466796,0.7325885796358116,0.009458724387296115,s001t002l0015,137.0,0.009458724387296115
0.0,0.0,0.02,-0.015,9.648879051208496,-0.132109,-2.95151,5.759958,0.672395446422971,0.7401353569439355,-0.009166080466955086,t002l-0015,63.0,0.009166080466955086
0.0,0.0,0.02,0.015,32.568546295166016,0.0,-2.8194,6.447617,0.43299690432441695,0.9013528466274664,-0.008759379089585241,t002l0015,135.0,0.008759379089585241
0.03,0.005,0.02,-0.03,32.35988235473633,-0.132109,-2.95151,5.759958,0.7499945280722524,0.6613865312698936,-0.008721474442853223,r003s0005t002l-003,34.0,0.008721474442853223
0.03,0.01,0.0067,0.015,45.97411727905274,-0.133193,-2.9525930000000002,6.349957,0.7238991677050101,0.6898519008958531,-0.008622634537760477,r003s001t00067l0015,125.0,0.008622634537760477
